"Title","Country","City","Organizer","Venue","Address","Summary","Name","Start_Date","End_Date","Text","Website","Facebook","Twitter"
"Comic Party(Thailand) / Comic Party(Thailand)","Thailand / Thailand / タイ","Bangkok","Negibose Kondo","Central Plaza Khon Kaen",,"-",,,,,"http://www.negibose.jp/jp.html","https://twitter.com/KONDO_negibose",
"Comic World Taiwan - Taipei / Comic World Taiwan - Taipei","Taiwan / Taiwan / 台湾","Taipei","C.W.T Technology CO.Ltd","National Taiwan University Sports Center",,"第一回のCWTは2002年3月に開催され、当時の参加サークル数は500のみでした。それ以来、サークル数は毎年倍増し、2014年8月までは申し込むサークル数は5000を超えましたが、台北では5000サークルを収納可能な会場が無いため、やむを得ず3000サークルのみ当選させることにしました。2002年から13年間、CWTは台湾若い創作者たちの情熱や創作力を見守ってきました。今後目標として、日本ポップカルチャー関連イベントで台湾日本のつながりをより一層深く繋ぎたいと考えてます。","CWT-51 / CWT-51","2019-02-16","2019-02-17","Start Time: 10:30 / End Time: 16:30第一回のCWTは2002年3月に開催され、当時の参加サークル数は500のみでした。それ以来、サークル数は毎年倍増し、2014年8月までは申し込むサークル数は5000を超えましたが、台北では5000サークルを収納可能な会場が無いため、やむを得ず3000サークルのみ当選させることにしました。2002年から13年間、CWTは台湾若い創作者たちの情熱や創作力を見守ってきました。今後目標として、日本ポップカルチャー関連イベントで台湾日本のつながりをより一層深く繋ぎたいと考えてます。","http://comicworld.com.tw/CWT_HP_NEW/index.htm","http://www.facebook.com/cwtaiwan","http://twitter.com/CW_TAIWAN"
"COMICUP / COMICUP","China / China / 中国","Shanghai","Shanghai Motto Culture Communication Co.Ltd","New International Expo Center","中国上海浦东新区龙阳路2345号","中国の上海にて、上海上海摩都文化传播有限公司の主催による、アニメ・マンガ・ゲーム・小説ファンのために開催されるイベント。一年2回（1回2日間）行われ、中国では最大規模の同人誌即賣會である。初開催は2007年となる。　「魔都同人祭・コミックアップ」は、上海にいる一部のアニメや漫画などのファンたち及びオリジナル作品の創作団体群が共同開催となった民間的なM.A.G（漫画・アニメ・ゲーム）についてのオリジナル芸術コミュニケーションイベントである。","COMICUP24 / COMICUP24","2019-06-07","2019-06-08","Start Time: 10:00 / End Time: 16:30中国の上海にて、上海上海摩都文化传播有限公司の主催による、アニメ・マンガ・ゲーム・小説ファンのために開催されるイベント。一年2回（1回2日間）行われ、中国では最大規模の同人誌即賣會である。初開催は2007年となる。 　「魔都同人祭・コミックアップ」は、上海にいる一部のアニメや漫画などのファンたち及びオリジナル作品の創作団体群が共同開催となった民間的なM.A.G（漫画・アニメ・ゲーム）についてのオリジナル芸術コミュニケーションイベントである。","http://www.comicup.cn/",,
"COSPLAY COLLECTION / COSPLAY COLLECTION","Republic of Korea / Republic of Korea / 韓国","Busan, Korea and various cities in other countries (e.g. Taipei in Taiwan, Matsuyama in Japan, Vladivostok in Russia, etc.)","Negibose Kondo","Private Studio in Tokyo",,"COSPLAY COLLECTIONは、世界でますます増加しているコスプレを軸にしたイベントです。アジアを中心に、各国で開催しております。外務省の協力を得て開催する機会も多く、すでに開催数は２０回を数え、過去の開催都市は、ソウル、台北、ウラジオストック、釜山、プノンペン、済州、札幌、広島、松山、福岡など、様々な魅力的な都市で開催して参りました。イベントでは、単にコスプレイヤーが集うだけでなく、東京ゲームショウとのコラボで、優勝者は東京ゲームショウに公式に招聘されるコンテストを行なったり、日本や海外で著名なコスプレイヤーをゲストとして招聘したり、様々な工夫を凝らしております。",,,,,"http://www.negibose.jp/cos0123.htm","https://www.facebook.com/cos0123","https://twitter.com/cos0123"
"Cosplay Mania / Cosplay Mania","Philippines / Philippines / フィリピン","Manila","Cosplay.ph","SMX Convention Center",,"Cosplay Mania is an annual cosplay-centered convention usually held in the final quarter of the year in the Philippines.The convention features various events related to cosplay and features rookie and veteran cosplayers, costumers and cosplay enthusiasts. Below are the mainstay activities, some of them unique to the event.Cosplay Mania is created and hosted by Cosplay.ph,a Philippine-based cosplay website and organization from 2006.Activities:・Project Cosplay(competitive venue for cosplayers)・Costume Building Contest・Cosplay Snapshot Project・Cosplay Video Contest・Cosplay Workshops・Cosplay TORCH (Tournament of Champions) It is a national cosplay competition where tournament legs are held in selected major cities in the Philippines. Cosplay Maniaは通常秋から冬にかけてフィリピンで行われるコスプレ中心のイベントです。イベントではコスプレにまつわる様々な企画が催され、新人コスプレイヤーからベテランコスプレイヤー、ライトにコスプレを楽しむ人々からコスプレオタクまで楽しめるようになっています。主な企画の中には、以下のようなものがあります。・コスプレコンテスト・コスプレ造形コンテスト・コスプレ写真コンテスト・コスプレビデオコンテスト・コスプレワークショップ・コスプレトーナメントCosplay Maniaはフィリピンに拠点を置くコスプレイヤー向けウェブサイトであるCosplay.phによって2006年から開かれています。","Cosplay Mania 2019 / Cosplay Mania 2019","2019-09-28","2019-09-29","Start Time: 11:00 / End Time: 20:00Cosplay Mania is an annual cosplay-centered convention usually held in the final quarter of the year in the Philippines.The convention features various events related to cosplay and features rookie and veteran cosplayers, costumers and cosplay enthusiasts. Below are the mainstay activities, some of them unique to the event.Cosplay Mania is created and hosted by Cosplay.ph,a Philippine-based cosplay website and organization from 2006.Activities:・Project Cosplay(competitive venue for cosplayers)・Costume Building Contest・Cosplay Snapshot Project・Cosplay Video Contest・Cosplay Workshops・Cosplay TORCH (Tournament of Champions) It is a national cosplay competition where tournament legs are held in selected major cities in the Philippines.","http://cosplaymania.com/","https://www.facebook.com/CosplayMania","https://twitter.com/CosplaymaniaPH/"
"Doujin Market - Doujima / Doujin Market - Doujima","Singapore / Singapore / シンガポール","Singapore","Neo Tokyo Project","Suntec City, Level 2, The Crescent",,"Doujin Market – Doujima is Singapore's largest community curated doujin arts and illustration market. It celebrates both derivative fan art and also original content created by artists and circles in Singapore and the region. This event brings together talents producing pop culture inspired and original handicrafts, digital and traditional art, multimedia, music and visual novels, as well as regional fans, educators and stakeholders. Each year, renowned creatives from the arts industry are invited to grace the event, to share their experiences and to hold workshops to help arts enthusiasts and youth talents improve in their chosen fields. The event also serves as a marketplace for ideas and talent, providing companies and aspiring creators opportunities to connect with each other.Doujin Market 、通称 Doujimaは、シンガポール最大のコミュニティである同人誌のイラストレーションマーケットです。 シンガポールとその周辺地域のアーティストやサークルが作成した二次創作作品とオリジナルコンテンツの両方を扱っています。 このイベントでは、地域の一般参加者だけでなく、ポップカルチャーやオリジナルの手工芸品、デジタルや伝統芸術、マルチメディア、音楽、ビジュアル小説など各分野における才能あるアーティストが集まります。 毎年、芸術産業界で有名なクリエイターがイベントに招待され、芸術愛好家や若者の才能が開花するようなワークショップが開催されます。 このイベントは、アイデアや才能を売り込む市場としても機能し、熱心なクリエイターと企業をマッチングさせるための機会を提供しています。","Doujin Market 2019 / Doujin Market 2019","2019-05-04","2019-05-05","Doujin Market – Doujima is Singapore's largest community curated doujin arts and illustration market. It celebrates both derivative fan art and also original content created by artists and circles in Singapore and the region. This event brings together talents producing pop culture inspired and original handicrafts, digital and traditional art, multimedia, music and visual novels, as well as regional fans, educators and stakeholders. Each year, renowned creatives from the arts industry are invited to grace the event, to share their experiences and to hold workshops to help arts enthusiasts and youth talents improve in their chosen fields. The event also serves as a marketplace for ideas and talent, providing companies and aspiring creators opportunities to connect with each other.","http://www.doujimasg.com","http://www.facebook.com/doujima.sg","http://twitter.com/doujimasg"
"Fancy Frontier / Fancy Frontier","Taiwan / Taiwan / 台湾","Taipei","Taiwan Animation and Comic Promoting Association","Yuanshan Park Area of Taipei Expo Park",,"「Fancy Frontier開拓動漫祭」は2002年10月から開催し、「コミケのように賑やかで、生命力や創造力が溢れる」という趣旨を目指す漫画及びアニメのイベントです。台湾におけるアニメ、マンガ、同人創作関連のイベントの中に、最も規模が大きいイベントになっております。そのほかのオンリーイベントでも、数千人から一万人近くの来場者数を有します。日本のアニメ、マンガ、ゲーム企業や諸外国の関連産業が台湾で宣伝とマーケッティングを行う海外イベントの場になっております。イベント内容については、もちろん同人誌即売会とサークルの交流の場を中心とするが、同時に台湾、日本、香港の企業も一緒に参加します。ステージにミニライブ、声優イベント、作家の座談会やコスプレコンテストなどが催します。会場内は即売会がメインになっておりますので、一般参加者のコスプレは会場の外側で行います。痛車の展示は、それぞれの会場の規定に従い、指定された駐車場に展示します。「Fancy　Frontier」はイベント主催企業として、様々の交流の場を設けなければならないと感じます。「海外」と言えば、もちろん文化交流は重要で、創作者に対しては、将来商業ビジネスと繋がる機会を促進したいし、ファンに対しては、イベントを参加する時の楽しさを存分愉しませたいと存じて、一般人やメディアに対して私どもをもっと理解させたい責任があり、外部にアニメ、マンガの世界にもっとプラス的に向き合いたいと存じます。","Petit Fancy 30 / Petit Fancy 30","2019-05-18","2019-05-19","Start Time:  10:30 / End Time: 16:30「Fancy Frontier開拓動漫祭」は2002年10月から開催し、「コミケのように賑やかで、生命力や創造力が溢れる」という趣旨を目指す漫画及びアニメのイベントです。台湾におけるアニメ、マンガ、同人創作関連のイベントの中に、最も規模が大きいイベントになっております。そのほかのオンリーイベントでも、数千人から一万人近くの来場者数を有します。日本のアニメ、マンガ、ゲーム企業や諸外国の関連産業が台湾で宣伝とマーケッティングを行う海外イベントの場になっております。イベント内容については、もちろん同人誌即売会とサークルの交流の場を中心とするが、同時に台湾、日本、香港の企業も一緒に参加します。ステージにミニライブ、声優イベント、作家の座談会やコスプレコンテストなどが催します。会場内は即売会がメインになっておりますので、一般参加者のコスプレは会場の外側で行います。痛車の展示は、それぞれの会場の規定に従い、指定された駐車場に展示します。「Fancy　Frontier」はイベント主催企業として、様々の交流の場を設けなければならないと感じます。「海外」と言えば、もちろん文化交流は重要で、創作者に対しては、将来商業ビジネスと繋がる機会を促進したいし、ファンに対しては、イベントを参加する時の楽しさを存分愉しませたいと存じて、一般人やメディアに対して私どもをもっと理解させたい責任があり、外部にアニメ、マンガの世界にもっとプラス的に向き合いたいと存じます。","http://www.f-2.com.tw/","https://www.facebook.com/ffrontier/","http://twitter.com/fancyfrontier"
"Funan Anime Matsuri / Funan Anime Matsuri","Singapore / Singapore / シンガポール","Singapore","Sozo","Funan Digitalife Mall",,"Funan Anime Matsuri is an anime-centric event held in the atrium event space of Funan DigitaLife Mall over the duration of a week.Content offerings include many workshops conducted by invited guests, such as make-up, prop making by cosplayers, to workshops on lighting and post-processing by photographers.Other attractions include screenings of the latest and popular anime and performances by invited artistes.湖南（フーナン）アニメ祭は、一週間にわたり、フーナン・ディジタライフ・モールにて開催されるイベントです。コンテンツ提供として、招待されたゲストが実施する多くのワークショップがあり、メイクアップ、コスプレイヤーによる小道具制作、照明関係、フォトグラファーによる後処理などがあります。他にも、最新かつ人気のあるアニメの上映、そして招待されたアーティストによる公演などがあります。","Funan Anime Matsuri 2016 / Funan Anime Matsuri 2","2016-06-12","2016-06-12","Start Time: 11:00 / End Time: 21:00Funan Anime Matsuri is an anime-centric event held in the atrium event space of Funan DigitaLife Mall over the duration of a week. Content offerings include many workshops conducted by invited guests, such as make-up, prop making by cosplayers, to workshops on lighting and post-processing by photographers. Other attractions include screenings of the latest and popular anime and performances by invited artistes. 湖南（フーナン）アニメ祭は、一週間にわたり、フーナン・ディジタライフ・モールにて開催されるイベントです。 コンテンツ提供として、招待されたゲストが実施する多くのワークショップがあり、メイクアップ、コスプレイヤーによる小道具制作、照明関係、フォトグラファーによる後処理などがあります。 他にも、最新かつ人気のあるアニメの上映、そして招待されたアーティストによる公演などがあります。","http://www.funananimematsuri.com/","https://twitter.com/animefestival11",
"M.Y. Comic ACG Festival / M.Y. Comic ACG Festival","China / China / 中国","Beijing","Beijing ACG Media Co. Ltd.","China World Exhibitions",,"北京M.Y.Comic ACG Fesitvalは年に3度、中国・北京市にて北京動卡動優文化傳媒有限公司の主催による日本アニメ・漫画・ゲームの同人即売会、中国関連企業の展示会である。書開催は2009年。会場ではファンによる同人誌、同人グッツを取り扱う同人エリアと、日系企業、中国ACG企業による商業ブースに分かれている。毎回設置されるステージでは、日本声優、ロリータファッションモデル、中国声優を招いたファンミーティングイベントを開催。また地元のアイドルコピーグループや歌ってみた、踊ってみたがパフォーマンスする機会でもある。日本国際交流基金や日本の大学、観光庁なども出展することがある。","M.Y.Comic動漫遊戯節19th / -","2018-07-21","2018-07-22","Start Time: 09:00 / End Time: 17:00北京M.Y.Comic ACG Fesitvalは年に3度、中国・北京市にて北京動卡動優文化傳媒有限公司の主催による日本アニメ・漫画・ゲームの同人即売会、中国関連企業の展示会である。書開催は2009年。会場ではファンによる同人誌、同人グッツを取り扱う同人エリアと、日系企業、中国ACG企業による商業ブースに分かれている。毎回設置されるステージでは、日本声優、ロリータファッションモデル、中国声優を招いたファンミーティングイベントを開催。また地元のアイドルコピーグループや歌ってみた、踊ってみたがパフォーマンスする機会でもある。日本国際交流基金や日本の大学、観光庁なども出展することがある。","http://mycdkdu.com",,
"Otakyun! / Otakyun!","Malaysia / Malaysia / マレーシア","Kuching","Anime Gathering Team","Vivacity Megamall",,"Otakyun! Is an ACG convention held annually at the end of the year organized by fans for fans. It is one of the biggest convention in the Sarawak region of Malaysia. Otakyun! started as a convention in 2014, formerly the event was Anime Gathering dinner style.Each year Otakyun! adapts a theme for audiences to enjoy, mostly it is related to Japan culture.Otakyun! Activities include doujin booths, commercial booths, hobbies collectibles booths, cosplay competition, stage performances, card game competition, special guest meet and greet session, panels,  fighting games booth, station games and a maid café.Each year Otakyun! adapts a theme for audiences to enjoy, mostly it is related to Japan culture.Otakyun! は毎年年末に開かれる、ファンによるファンのためのアニメ・ゲーム・漫画のコンベンションです。マレーシアのサラワク地区最大のアニメイベントのうちの一つで、2014年にアニメ好きが集まるディナーパーティーとして始まりました。同人即売会や物販、コスプレコンテストなどの舞台パフォーマンス、カードゲーム大会にゲストイベントやパネルディスカッション、メイドカフェなども開かれます。Otakyun! は毎年日本文化にまつわるテーマを決めて、参加者が楽しめるような企画を行なっています。","Otakyun! 2018 / Otakyun! 2018","2018-12-01","2018-12-02","Start Time: 11:00 / End Time: 18:00Otakyun! Is an ACG convention held annually at the end of the year organized by fans for fans. It is one of the biggest convention in the Sarawak region of Malaysia. Otakyun! started as a convention in 2014, formerly the event was Anime Gathering dinner style.Each year Otakyun! adapts a theme for audiences to enjoy, mostly it is related to Japan culture.Otakyun! Activities include doujin booths, commercial booths, hobbies collectibles booths, cosplay competition, stage performances, card game competition, special guest meet and greet session, panels,  fighting games booth, station games and a maid café.Each year Otakyun! adapts a theme for audiences to enjoy, mostly it is related to Japan culture.Otakyun! は毎年年末に開かれる、ファンによるファンのためのアニメ・ゲーム・漫画のコンベンションです。マレーシアのサラワク地区最大のアニメイベントのうちの一つで、2014年にアニメ好きが集まるディナーパーティーとして始まりました。同人即売会や物販、コスプレコンテストなどの舞台パフォーマンス、カードゲーム大会にゲストイベントやパネルディスカッション、メイドカフェなども開かれます。Otakyun! は毎年日本文化にまつわるテーマを決めて、参加者が楽しめるような企画を行なっています。","http://www.anigathering.com","https://www.facebook.com/AnimeGathering/","https://twitter.com/animegathering"
"Penang Anime Matsuri / Penang Anime Matsuri","Malaysia / Malaysia / マレーシア","Penang","Sozo","Dewan Sri Pinang & Esplanade Park",,"From the producer of Anime Festival Asia, comes the first ever outdoor anisong party, the summer party of Anime Matsuri! Happening in the heart of Penang, Georgetown, PAM is exciting 2-day event with power-packed activities such as Akihabara X town, Creators Market, Cosplay Celebrities, Japan Food, Outdoor Anisong concert & party.This event is proudly supported by Penang Global Tourism.Anime Festival Asiaがプロデュースする、初めての屋外アニソンパーティー『Penang Anime Matsuri ( PAM )- Summer Party』が開催されます！ペナンの中心にあるジョージタウンにて行われるPAMは、秋葉原X町、クリエイターマーケット、コスプレイベント、日本食ブース、屋外アニソンコンサートパーティーなど内容が充実！活気に満ちた２日間のイベントです。本イベントはPenang Global Tourismが協賛しています。","Penang Anime Matsuri  2019 / Penang Anime Matsuri  2019","2019-06-08","2019-06-09","Start Time: 09:00 / End Time: 23:00From the producer of Anime Festival Asia, comes the first ever outdoor anisong party, the summer party of Anime Matsuri! Happening in the heart of Penang, Georgetown, PAM is exciting 2-day event with power-packed activities such as Akihabara X town, Creators Market, Cosplay Celebrities, Japan Food, Outdoor Anisong concert & party.This event is proudly supported by Penang Global Tourism.","http://pamsummer.asia/","https://twitter.com/animefestival11",
"Singapore Toy, Game & Comic Convention / Singapore Toy, Game & Comic Convention","Singapore / Singapore / シンガポール","Singapore","RELX (Singapore) Pte Ltd","Marina Bay Sands Expo & Convention Center",,"シンガポール Toy,Game & Comic Convention(STGCC）は、東洋と西洋のポップカルチャーが合流し混ざる結節点です。コミック、おもちゃ、ゲーム、マンガ、アニメ、コスプレ、コレクターグッズのエリアが万華鏡のように折り重なり非常に人気があります。最新ポップカルチャーについてのリリース、ノンストップステージエンターテインメントなどのラインナップを取り揃えています。このコンベンションは、ReedPOPによって企画されています。Reed Exhibitionsは、世界中のポップカルチャーのファンを魅了するポップイベントの企画とプレミアムブランドとの提携に専念しています。+D5Singapore Toy, Game & Comic Convention (STGCC) is an eclectic mix of pop culture from the East and the West.  We feature a kaleidoscope of comics, toys, games, manga, anime, cosplay and collectibles with a line-up of industry heavyweights, latest pop culture releases and non-stop stage entertainment. The convention is organised by ReedPOP, a quirky offshoot of Reed Exhibitions exclusively devoted to organising pop events and partnering with premium brands to excite pop culture fans in the world.","Singapore Toy, Game & Comic Convention 2018 / Singapore Toy, Game & Comic Convention 2018","2018-09-08","2018-09-09","Start Time: 10:00 / End Time: 20:00シンガポール Toy,Game & Comic Convention(STGCC）は、東洋と西洋のポップカルチャーが合流し混ざる結節点です。コミック、おもちゃ、ゲーム、マンガ、アニメ、コスプレ、コレクターグッズのエリアが万華鏡のように折り重なり非常に人気があります。最新ポップカルチャーについてのリリース、ノンストップステージエンターテインメントなどのラインナップを取り揃えています。このコンベンションは、ReedPOPによって企画されています。Reed Exhibitionsは、世界中のポップカルチャーのファンを魅了するポップイベントの企画とプレミアムブランドとの提携に専念しています。","http://www.singaporetgcc.com/",,
"Thailand Comic Con / Thailand Comic Con","Thailand / Thailand / タイ","Bangkok","Hobbie Plus Co. Ltd.","Royal Paragon Hall, 5th Floor, Siam Paragon Shopping Center",,"Thailand Comic Con  (TCC) is the first and biggest pop culture event in Thailand. It brings together thousands of Thai fans who share the same passion in manga, anime, movies, characters, games, cosplays and other pop culture contents. タイコミックコン（TCC）はタイで初めて開催された国内最大級のポップカルチャーイベントです。マンガ、アニメ、映画、キャラクター、ゲーム、コスプレやその他のポップカルチャーのコンテンツ愛好する数千人のタイのファンが参加しています。","Bangkok Comic Con x Thailand Comic Con 2018 / Bangkok Comic Con x Thailand Comic Con 2018","2018-05-12","2018-05-13","Start Time: 11:00 / End Time: 22:00Thailand Comic Con  (TCC) is the first and biggest pop culture event in Thailand. It brings together thousands of Thai fans who share the same passion in manga, anime, movies, characters, games, cosplays and other pop culture contents. タイコミックコン（TCC）はタイで初めて開催された国内最大級のポップカルチャーイベントです。マンガ、アニメ、映画、キャラクター、ゲーム、コスプレやその他のポップカルチャーのコンテンツ愛好する数千人のタイのファンが参加しています。","http://thailandcomiccon.com/","https://www.facebook.com/thailandcomiccon","https://twitter.com/TH_Comic_Con"
"VISUAL ARTS EXPO (VAX) / VISUAL ARTS EXPO (VAX)","Malaysia / Malaysia / マレーシア","Kuala Lumpur","Valkyrie Creative Solutions Sdn. Bhd.","Starxpo Centre",,"Visual Arts Expo (VAX) is a two-day pop culture event, encompassing animation, comics, video games, film, music, design, photography and performing arts. VAX is a space where ideas are shared. Every single participant stands to gain new insights, ideas and inspiration from the front door right until the exit – a cross-cultural platform for learning, sharing and growth.ビジュアル・アーツ・エキスポ（通称VAX）は、2日間にわたって開催される、ポップカルチャー（アニメーション・漫画・テレビゲーム・映画・音楽・デザイン・写真・舞台芸術）のイベントです。VAXは、これら全ての表現方法が共存、そして共有される場です。文化が交わりあうプラットフォームである、このイベント内全ての展示を通して、全ての参加者に「新しい物の見方」や、「発想」そして「インスピレーション」と出会ってほしいと考えています。","VISUAL ARTS EXPO 2018 / VISUAL ARTS EXPO 2018","2018-07-21","2018-07-22","Start Time: 10:00 / End Time: 18:00Visual Arts Expo (VAX) is a two-day pop culture event, encompassing animation, comics, video games, film, music, design, photography and performing arts. VAX is a space where ideas are shared. Every single participant stands to gain new insights, ideas and inspiration from the front door right until the exit – a cross-cultural platform for learning, sharing and growth.ビジュアル・アーツ・エキスポ（通称VAX）は、2日間にわたって開催される、ポップカルチャー（アニメーション・漫画・テレビゲーム・映画・音楽・デザイン・写真・舞台芸術）のイベントです。VAXは、これら全ての表現方法が共存、そして共有される場です。文化が交わりあうプラットフォームである、このイベント内全ての展示を通して、全ての参加者に「新しい物の見方」や、「発想」そして「インスピレーション」と出会ってほしいと考えています。","http://www.vax.asia/","https://www.facebook.com/visualartsexpo","https://twitter.com/VAX_my"
"Xiamen International Animation Festival / Xiamen International Animation Festival","China / China / 中国","Xiamen","Cyber Sousa","Xiamen International Conference and Exhibition Center",,"The 8th Xiamen International Animation Festival was held At Aug. 21st, 2015 ? Aug. 24t, 2015 at the expo center. 3166 works from 43 countries & areas were received. 116,000,000,0 RMB was gained during the animation festival, meanwhile, 150,000 audiences were engaged in joint activities. Outstanding professional characteristics, industrial communication atmosphere. Got an interaction atmosphere. Xiamen International Animation Festival was included Cyber Sousa  Animation Contest, Animation Comic Game & Technology Exhibition, Competition of Cyber Games, Animation Pulpit, Animation showing weeks, Cyber Sousa Award Ceremony, Animation Enterprise Symposium, Digital hand-painted competition, Animation summer/winter camp, etc. 第8回目の厦門市国際アニメーションフェスティバルは、2015年8月21日～24日にわたり、エキスポセンターにて開催され、3166作品と43地域の出展がありました。アニメーションフェスティバルを通して、1160000000人民幣が得られ、15万人の観客が関連アクティビティーに参加し、プロフェッショナルで産業的なコミュニケーションを促進する素晴らしい空気が会場に流れていました。厦門市国際アニメーションフェスティバルは、サイバーSousaアニメーションコンテスト、アニメーション漫画ゲーム＆技術エキシビション、サイバーゲームのコンペティション、アニメーションPulpit、アニメーションショーイングウイークス、サイバーSousaアワードセレモニー、アニメーションエンタプライズシンポジウム、デジタルハンドペイントコンペティション、アニメーションサマー/ウィンターキャンプ等様々なイベントを提供しました。","第11屆廈門國際動漫節 / Xiamen international Animation Festival 11th","2018-11-15","2018-11-18","Start time 2018.11.15 / End time 2018.11.18","http://www.cybersousa.org/",,
"Young Animation and Comic Association / Young Animation and Comic Association","China / China / 中国","Guangzhou","Young Animation and Comic Association","Nanfung International Convention & Exhibition Center",,"YACAは、年に4回中国・南方の広州にて、アニメ・マンガファンクラブYACA委員会によってファンのために開催されるイベントです。初開催は2000年、平均2日間行われ、中国南部で最大の規模を誇ります。サークル参加は毎回約300スペース、中国国内で5位に入る規模です。多様なイベントが会場内で開催され、参加者は様々な企画に参加することができます。毎回国内外から著名なゲストが招かれていることも、このイベントの特徴の一つです。","YACA 58TH LIVE / YACA 58TH LIVE","2019-02-16","2019-02-17","Start Time: 10:00 / End Time: 17:00YACAは、年に4回中国・南方の広州にて、アニメ・マンガファンクラブYACA委員会によってファンのために開催されるイベントです。初開催は2000年、平均2日間行われ、中国南部で最大の規模を誇ります。サークル参加は毎回約300スペース、中国国内で5位に入る規模です。多様なイベントが会場内で開催され、参加者は様々な企画に参加することができます。毎回国内外から著名なゲストが招かれていることも、このイベントの特徴の一つです。","http://www.yaca.cn/",,
"Animaga Expo / Animaga Expo","Australia / Australia / オーストラリア","Melbourne","Animaga Entertainment Pty. Ltd.","Royal Exhibition Building",,"Animaga is an annually held, 2 days anime convention that organised by the Animaga committee. Consist of a team of anime lovers, Animaga team is aiming at bringing the world-class anime and manga, hottest games, Japanese fashion and pop culture together by presenting a range of fan-driven interactive conventions in convenient central locations at Melbourne, Australia.Activities on Animaga include Cosplay Competition, Karaoke, Video Gaming, Card Gaming, Drawing Tuition, Mecha workshop, Maid Cafe, and ...more! Other attractions include Exhibitor Zone and Artist Alley. We are trying our best to bring the Latest Japanese anime, manga, game and otaku culture into Australia.AnimagaはAnimaga委員会によって毎年開催される2日間のイベントです。委員会のメンバーは皆熱心なアニメファンで、世界レベルのアニメや漫画、ゲームや日本のファッションなどのポップカルチャーをオーストラリアのメルボルンの中心に集め、ファン主導のインタラクティブなイベントを開くことを目的としています。Animagaではコスプレ大会やカラオケ、ビデオゲームやカードゲームの大会、イラストの描き方やメカアニメについてのワークショップ、メイドカフェなど様々な催し物が開かれます。そのほかにも展示ゾーンや同人ブースがあり、最新の日本アニメや漫画、ゲームなどのオタク文化をオーストラリアの人々に紹介しようと努めています。","Animaga 2019 / Animaga 2019","2019-08-24","2019-08-25","Start Time: 10:00 / End Time: 18:00Animaga is an annually held, 2 days anime convention that organised by the Animaga committee. Consist of a team of anime lovers, Animaga team is aiming at bringing the world-class anime and manga, hottest games, Japanese fashion and pop culture together by presenting a range of fan-driven interactive conventions in convenient central locations at Melbourne, Australia.Activities on Animaga include Cosplay Competition, Karaoke, Video Gaming, Card Gaming, Drawing Tuition, Mecha workshop, Maid Cafe, and ...more! Other attractions include Exhibitor Zone and Artist Alley. We are trying our best to bring the Latest Japanese anime, manga, game and otaku culture into Australia.","http://www.animaga.com.au","http://www.facebook.com/AnimagaExpo","http://twitter.com/animagaexpo"
"Overload NZ Comic + Manga Convention / Overload NZ Comic + Manga Convention","New Zealand / New Zealand / ニュージーランド","Aukland","AnimeNZ Ltd.","The Cloud Convention Center",,"Overload is an annual NZ Comic and Manga Convention where local comic and manga artists can exhibit and sell their artwork to the public, with plenty of exciting events such as competitions, art exhibition and Anime/Manga merchandise for sale. Being organized by non-profit organization, Overload Committee, Overload focuses on amateur art community providing showcase opportunity and fun environment where everybody can learn to improve their art.Overloadは、毎年ニュージーランドで開催されるコミックやマンガのコンベンションで、地元の漫画家が自身の作品を展示したり、販売できるイベントです。コンテストや作品の展示、アニメグッズや漫画の販売もあるイベントで、大いに盛り上がります。非営利団体であるOverload 委員会によって組織されているOverloadは、アマチュアアートコミュニティに焦点を当て、誰もが自身の芸術を向上させるために学べる機会と楽しい環境を提供します。","Overlord New Zeland 2019 / Overlord New Zeland 2019","2019-09-28","2019-09-28","Start Time: 10:00 / End Time: 18:00Overload is an annual NZ Comic and Manga Convention where local comic and manga artists can exhibit and sell their artwork to the public, with plenty of exciting events such as competitions, art exhibition and Anime/Manga merchandise for sale. Being organized by non-profit organization, Overload Committee, Overload focuses on amateur art community providing showcase opportunity and fun environment where everybody can learn to improve their art.Overloadは、毎年ニュージーランドで開催されるコミックやマンガのコンベンションで、地元の漫画家が自身の作品を展示したり、販売できるイベントです。コンテストや作品の展示、アニメグッズや漫画の販売もあるイベントで、大いに盛り上がります。非営利団体であるOverload 委員会によって組織されているOverloadは、アマチュアアートコミュニティに焦点を当て、誰もが自身の芸術を向上させるために学べる機会と楽しい環境を提供します。","http://www.overload.co.nz/","https://www.facebook.com/Overloadnz","https://twitter.com/OverloadNZ"
